observation_id,scenario,gender,age,race,disability_status,nationality,monthly_income,rental_history,employment_status,credit_check,deposit_offered,chosen
660,1,Non-binary,40,Hispanic,Physical disability,American,4x the rent,Positive references,Self-employed,Excellent,1 month deposit,1
661,1,Non-binary,45,Asian,None stated,German,4x the rent,Positive references,Self-employed,Fair,1 month deposit,1
662,1,Male,30,Black,Mental health history,German,2x the rent,Positive references,Self-employed,Good,3 months deposit,1
663,1,Non-binary,50,Black,Physical disability,Mexican,2x the rent,Prior late payments,Full-time,Good,2 months deposit,0
664,1,Female,35,Hispanic,Mental health history,Mexican,4x the rent,Prior late payments,Self-employed,Fair,1 month deposit,0
665,1,Male,35,Asian,Physical disability,Canadian,4x the rent,Prior late payments,Part-time,Fair,1 month deposit,0
666,1,Female,55,White,Physical disability,American,3x the rent,Positive references,Self-employed,Good,2 months deposit,1
667,1,Non-binary,35,Hispanic,None stated,Mexican,3x the rent,No prior rental history,Self-employed,Fair,3 months deposit,0
668,1,Male,55,Black,Physical disability,German,4x the rent,No prior rental history,Full-time,Excellent,1 month deposit,1
669,1,Non-binary,40,Asian,Physical disability,German,3x the rent,No prior rental history,Full-time,Excellent,1 month deposit,1
670,1,Non-binary,40,Black,Physical disability,American,3x the rent,Prior late payments,Self-employed,Fair,2 months deposit,0
671,1,Male,35,Black,Mental health history,American,4x the rent,No prior rental history,Part-time,Good,2 months deposit,1
672,1,Non-binary,45,White,Mental health history,American,4x the rent,No prior rental history,Part-time,Good,1 month deposit,1
673,1,Non-binary,40,Hispanic,Physical disability,Canadian,3x the rent,Positive references,Self-employed,Fair,1 month deposit,1
674,1,Non-binary,30,White,Mental health history,German,2x the rent,No prior rental history,Full-time,Fair,3 months deposit,1
675,1,Female,45,White,None stated,American,3x the rent,No prior rental history,Self-employed,Good,2 months deposit,1
676,1,Female,50,Asian,Physical disability,Canadian,2x the rent,No prior rental history,Part-time,Excellent,3 months deposit,1
677,1,Non-binary,50,Black,None stated,Canadian,4x the rent,Prior late payments,Self-employed,Good,1 month deposit,0
678,1,Non-binary,40,White,Physical disability,American,2x the rent,Positive references,Full-time,Excellent,3 months deposit,1
679,1,Female,45,Black,Physical disability,Canadian,2x the rent,Prior late payments,Self-employed,Excellent,2 months deposit,0
680,1,Male,35,Hispanic,Physical disability,German,2x the rent,Positive references,Part-time,Good,2 months deposit,1
681,1,Non-binary,30,White,None stated,German,2x the rent,No prior rental history,Full-time,Excellent,2 months deposit,1
682,1,Non-binary,35,Black,None stated,Indian,2x the rent,Prior late payments,Full-time,Good,3 months deposit,0
683,1,Female,55,Hispanic,Mental health history,Canadian,4x the rent,Positive references,Self-employed,Fair,2 months deposit,1
684,1,Female,55,Hispanic,None stated,Mexican,4x the rent,Positive references,Self-employed,Fair,3 months deposit,1
685,1,Non-binary,55,Hispanic,Mental health history,Canadian,4x the rent,Prior late payments,Full-time,Good,2 months deposit,0
686,1,Male,30,Black,Physical disability,Indian,4x the rent,Prior late payments,Full-time,Excellent,1 month deposit,1
687,1,Female,30,Black,Physical disability,German,2x the rent,No prior rental history,Full-time,Good,1 month deposit,1
688,1,Female,35,Black,Mental health history,Indian,3x the rent,No prior rental history,Part-time,Fair,2 months deposit,0
689,1,Non-binary,45,Hispanic,None stated,American,2x the rent,No prior rental history,Self-employed,Excellent,2 months deposit,1
690,1,Female,40,Black,None stated,Mexican,4x the rent,Positive references,Self-employed,Fair,3 months deposit,1
691,1,Non-binary,30,Hispanic,None stated,American,4x the rent,Prior late payments,Self-employed,Fair,2 months deposit,0
692,1,Non-binary,55,Black,Physical disability,American,2x the rent,Positive references,Self-employed,Good,1 month deposit,1
693,1,Non-binary,40,Hispanic,Mental health history,Mexican,4x the rent,Positive references,Full-time,Good,3 months deposit,1
694,1,Female,30,Asian,Physical disability,German,2x the rent,Positive references,Full-time,Excellent,3 months deposit,1
695,1,Non-binary,35,Black,None stated,Indian,2x the rent,Positive references,Self-employed,Excellent,1 month deposit,1
696,1,Female,50,Hispanic,Physical disability,Mexican,4x the rent,No prior rental history,Full-time,Fair,1 month deposit,0
697,1,Non-binary,45,White,Mental health history,Indian,4x the rent,No prior rental history,Full-time,Good,1 month deposit,1
698,1,Female,55,Hispanic,Mental health history,Mexican,2x the rent,Positive references,Full-time,Fair,2 months deposit,1
699,1,Female,40,Black,None stated,Canadian,2x the rent,Positive references,Part-time,Fair,3 months deposit,1
700,1,Non-binary,45,Black,Physical disability,Canadian,4x the rent,Prior late payments,Full-time,Good,2 months deposit,0
701,1,Female,50,Black,Physical disability,American,3x the rent,Positive references,Self-employed,Good,2 months deposit,1
702,1,Female,45,Hispanic,None stated,Canadian,3x the rent,Positive references,Part-time,Excellent,2 months deposit,1
703,1,Non-binary,50,Black,None stated,Mexican,4x the rent,Positive references,Full-time,Fair,2 months deposit,1
704,1,Male,50,Black,Physical disability,Indian,3x the rent,No prior rental history,Full-time,Excellent,2 months deposit,1
705,1,Female,40,Asian,Mental health history,German,3x the rent,No prior rental history,Self-employed,Excellent,1 month deposit,1
706,1,Non-binary,40,Black,None stated,German,3x the rent,Prior late payments,Self-employed,Good,1 month deposit,1
707,1,Female,45,Asian,Physical disability,Mexican,2x the rent,No prior rental history,Part-time,Good,2 months deposit,0
708,1,Male,35,Asian,Mental health history,Indian,3x the rent,Positive references,Part-time,Fair,3 months deposit,1
709,1,Non-binary,35,Hispanic,Mental health history,German,4x the rent,No prior rental history,Full-time,Excellent,2 months deposit,1
710,1,Female,40,Hispanic,Physical disability,German,2x the rent,Prior late payments,Part-time,Good,3 months deposit,0
711,1,Male,30,Hispanic,Mental health history,Canadian,2x the rent,No prior rental history,Self-employed,Good,2 months deposit,1
712,1,Female,40,Black,None stated,Canadian,4x the rent,No prior rental history,Full-time,Fair,2 months deposit,1
713,1,Male,55,Asian,Mental health history,Indian,2x the rent,Prior late payments,Part-time,Excellent,2 months deposit,1
714,1,Female,55,White,Physical disability,American,2x the rent,Prior late payments,Self-employed,Fair,2 months deposit,0
715,1,Female,35,Hispanic,None stated,Canadian,2x the rent,No prior rental history,Part-time,Excellent,2 months deposit,1
716,1,Female,40,Hispanic,Mental health history,Mexican,3x the rent,No prior rental history,Full-time,Fair,1 month deposit,0
717,1,Female,45,Hispanic,Mental health history,Mexican,2x the rent,Prior late payments,Self-employed,Fair,2 months deposit,0
718,1,Non-binary,30,White,Physical disability,Mexican,3x the rent,Positive references,Part-time,Excellent,2 months deposit,1
719,1,Non-binary,35,Asian,Mental health history,German,4x the rent,Prior late payments,Full-time,Excellent,2 months deposit,1
720,1,Female,50,White,Mental health history,Canadian,3x the rent,No prior rental history,Full-time,Fair,1 month deposit,0
721,1,Non-binary,35,Black,None stated,Indian,3x the rent,Prior late payments,Self-employed,Good,2 months deposit,0
722,1,Female,55,Black,None stated,Mexican,2x the rent,Positive references,Part-time,Fair,1 month deposit,1
723,1,Male,45,Asian,None stated,Indian,4x the rent,No prior rental history,Part-time,Excellent,2 months deposit,1
724,1,Male,45,Asian,Mental health history,German,2x the rent,Positive references,Full-time,Good,1 month deposit,1
725,1,Male,35,Hispanic,None stated,German,2x the rent,Positive references,Part-time,Fair,2 months deposit,1
726,1,Non-binary,35,Hispanic,Mental health history,Mexican,2x the rent,No prior rental history,Self-employed,Fair,2 months deposit,1
727,1,Female,45,Asian,None stated,Canadian,3x the rent,Positive references,Part-time,Good,1 month deposit,1
728,1,Male,30,Hispanic,Mental health history,American,3x the rent,No prior rental history,Part-time,Good,3 months deposit,0
729,1,Male,55,Asian,Physical disability,German,4x the rent,Positive references,Self-employed,Good,1 month deposit,1
730,1,Non-binary,30,White,Physical disability,Canadian,2x the rent,Prior late payments,Self-employed,Good,3 months deposit,0
731,1,Male,35,Black,Mental health history,American,3x the rent,Positive references,Self-employed,Excellent,1 month deposit,1
732,1,Female,40,Asian,None stated,Canadian,2x the rent,Prior late payments,Part-time,Excellent,1 month deposit,1
733,1,Non-binary,40,Asian,Mental health history,Indian,3x the rent,No prior rental history,Part-time,Good,2 months deposit,1
734,1,Female,35,Asian,None stated,Canadian,3x the rent,Positive references,Part-time,Excellent,2 months deposit,1
735,1,Non-binary,30,White,Mental health history,Indian,4x the rent,Positive references,Self-employed,Good,3 months deposit,1
736,1,Male,50,Black,Physical disability,Mexican,2x the rent,No prior rental history,Part-time,Excellent,3 months deposit,1
737,1,Male,35,White,Physical disability,Mexican,3x the rent,Positive references,Part-time,Good,2 months deposit,1
738,1,Female,40,Hispanic,None stated,Mexican,4x the rent,No prior rental history,Part-time,Fair,3 months deposit,1
739,1,Female,35,Hispanic,None stated,Canadian,4x the rent,Prior late payments,Part-time,Excellent,3 months deposit,0
740,1,Non-binary,50,White,None stated,German,2x the rent,No prior rental history,Part-time,Excellent,3 months deposit,1
741,1,Male,40,White,Mental health history,American,2x the rent,No prior rental history,Self-employed,Excellent,1 month deposit,1
742,1,Non-binary,35,Hispanic,Mental health history,German,2x the rent,Prior late payments,Full-time,Fair,1 month deposit,0
743,1,Non-binary,55,Asian,Physical disability,Canadian,4x the rent,Positive references,Self-employed,Good,2 months deposit,1
744,1,Female,30,White,None stated,Indian,2x the rent,Positive references,Part-time,Fair,3 months deposit,1
745,1,Female,40,Hispanic,Physical disability,German,2x the rent,Prior late payments,Full-time,Fair,1 month deposit,0
746,1,Female,50,Black,Physical disability,German,2x the rent,Positive references,Self-employed,Fair,3 months deposit,1
747,1,Male,35,Black,Mental health history,American,3x the rent,No prior rental history,Self-employed,Fair,1 month deposit,0
748,1,Non-binary,40,Asian,None stated,Indian,4x the rent,Prior late payments,Part-time,Excellent,3 months deposit,0
749,1,Female,30,Black,None stated,German,2x the rent,Positive references,Part-time,Fair,2 months deposit,1
750,1,Female,40,Hispanic,Physical disability,Mexican,3x the rent,Positive references,Full-time,Good,1 month deposit,1
751,1,Female,45,Black,None stated,German,2x the rent,No prior rental history,Part-time,Good,3 months deposit,1
752,1,Male,40,Hispanic,Mental health history,Indian,4x the rent,Positive references,Part-time,Good,2 months deposit,1
753,1,Non-binary,45,Asian,None stated,American,3x the rent,Positive references,Part-time,Fair,1 month deposit,1
754,1,Female,50,Black,Mental health history,Canadian,2x the rent,No prior rental history,Self-employed,Fair,3 months deposit,1
755,1,Male,45,Hispanic,None stated,American,2x the rent,No prior rental history,Part-time,Good,3 months deposit,1
756,1,Non-binary,45,Hispanic,Mental health history,Indian,2x the rent,Prior late payments,Full-time,Excellent,3 months deposit,1
757,1,Male,45,White,Physical disability,Mexican,2x the rent,Positive references,Part-time,Excellent,1 month deposit,1
758,1,Non-binary,50,Asian,None stated,Indian,4x the rent,Positive references,Full-time,Good,3 months deposit,1
759,1,Male,35,Asian,Mental health history,American,2x the rent,Positive references,Self-employed,Excellent,2 months deposit,1
760,1,Male,45,Black,Physical disability,American,3x the rent,Positive references,Self-employed,Good,2 months deposit,1
761,1,Male,55,Asian,None stated,Indian,3x the rent,Positive references,Full-time,Good,1 month deposit,1
762,1,Male,50,Black,Mental health history,Canadian,4x the rent,Prior late payments,Full-time,Fair,3 months deposit,1
763,1,Non-binary,30,Hispanic,Mental health history,German,3x the rent,Positive references,Full-time,Fair,1 month deposit,1
764,1,Male,55,Hispanic,None stated,American,2x the rent,Positive references,Self-employed,Fair,1 month deposit,1
765,1,Female,50,Asian,Physical disability,Indian,4x the rent,Positive references,Self-employed,Fair,2 months deposit,1
766,1,Male,35,Black,Mental health history,Indian,4x the rent,Positive references,Self-employed,Good,2 months deposit,1
767,1,Female,30,Black,Physical disability,Mexican,3x the rent,Prior late payments,Full-time,Fair,2 months deposit,0
768,1,Male,30,Black,Physical disability,Indian,3x the rent,Positive references,Full-time,Excellent,2 months deposit,1
769,1,Non-binary,40,Hispanic,None stated,Mexican,2x the rent,No prior rental history,Part-time,Fair,3 months deposit,0
770,1,Female,35,Asian,Mental health history,German,3x the rent,No prior rental history,Full-time,Fair,3 months deposit,1
