observation_id,scenario,gender,age,race,disability_status,nationality,annual_income,credit_score,employment_length,existing_debt,requested_amount,chosen
886,1,Male,35,Asian,None stated,German,"$60,000",Good,6+ years,High,"$5,000",1
887,1,Male,35,Hispanic,Physical disability,Indian,"$140,000",Excellent,Less than 1 year,High,"$30,000",0
888,1,Non-binary,35,Hispanic,None stated,Indian,"$35,000",Fair,Less than 1 year,High,"$15,000",0
889,1,Male,45,White,Mental health history,Mexican,"$35,000",Excellent,2-5 years,Moderate,"$30,000",1
890,1,Male,50,White,Mental health history,Indian,"$60,000",Fair,Less than 1 year,Moderate,"$5,000",0
891,1,Male,35,Hispanic,None stated,German,"$140,000",Fair,6+ years,Low,"$5,000",1
892,1,Non-binary,45,Asian,None stated,German,"$60,000",Fair,Less than 1 year,Moderate,"$5,000",0
893,1,Male,30,Asian,None stated,Canadian,"$95,000",Good,2-5 years,Moderate,"$30,000",1
894,1,Female,45,White,Physical disability,American,"$60,000",Fair,Less than 1 year,Moderate,"$15,000",0
895,1,Non-binary,55,Black,None stated,Indian,"$35,000",Excellent,2-5 years,Low,"$15,000",1
896,1,Female,40,Asian,Physical disability,American,"$140,000",Good,6+ years,High,"$15,000",1
897,1,Female,40,White,Mental health history,Canadian,"$60,000",Excellent,2-5 years,Moderate,"$15,000",1
898,1,Non-binary,30,White,None stated,Mexican,"$95,000",Fair,6+ years,High,"$5,000",0
899,1,Female,45,Black,None stated,Mexican,"$35,000",Good,2-5 years,Low,"$30,000",1
900,1,Non-binary,55,White,None stated,Mexican,"$95,000",Good,2-5 years,Moderate,"$5,000",1
901,1,Female,55,Hispanic,None stated,Canadian,"$60,000",Fair,Less than 1 year,High,"$5,000",0
902,1,Female,30,Black,None stated,Indian,"$95,000",Excellent,6+ years,Low,"$15,000",1
903,1,Male,55,Hispanic,None stated,Mexican,"$95,000",Excellent,2-5 years,Low,"$15,000",1
904,1,Non-binary,40,Asian,Mental health history,Mexican,"$140,000",Good,6+ years,Moderate,"$5,000",1
905,1,Non-binary,35,Hispanic,Physical disability,Mexican,"$35,000",Fair,6+ years,Moderate,"$5,000",0
906,1,Female,45,White,Physical disability,Mexican,"$35,000",Fair,Less than 1 year,High,"$15,000",0
907,1,Female,55,Hispanic,Physical disability,Canadian,"$60,000",Fair,6+ years,High,"$5,000",0
908,1,Non-binary,35,Black,Physical disability,Indian,"$35,000",Good,6+ years,Low,"$15,000",1
909,1,Male,55,White,None stated,Canadian,"$95,000",Good,2-5 years,Moderate,"$30,000",1
910,1,Female,50,Hispanic,Physical disability,Indian,"$60,000",Good,2-5 years,Low,"$15,000",1
911,1,Male,50,White,Mental health history,Indian,"$95,000",Excellent,Less than 1 year,Moderate,"$5,000",1
912,1,Female,35,Hispanic,None stated,Mexican,"$95,000",Fair,Less than 1 year,Moderate,"$30,000",0
913,1,Male,30,White,Physical disability,Indian,"$35,000",Good,2-5 years,Moderate,"$5,000",1
914,1,Female,35,White,Physical disability,Indian,"$140,000",Excellent,6+ years,Low,"$30,000",1
915,1,Male,45,Asian,Physical disability,German,"$60,000",Fair,Less than 1 year,Moderate,"$15,000",0
916,1,Non-binary,45,Hispanic,None stated,German,"$140,000",Fair,Less than 1 year,Moderate,"$15,000",0
917,1,Female,55,White,Mental health history,American,"$95,000",Excellent,6+ years,Moderate,"$15,000",1
918,1,Non-binary,55,Asian,Mental health history,Canadian,"$140,000",Fair,Less than 1 year,High,"$15,000",0
919,1,Female,35,White,Physical disability,Mexican,"$60,000",Good,Less than 1 year,High,"$5,000",0
920,1,Female,50,Asian,Physical disability,American,"$95,000",Fair,2-5 years,High,"$15,000",0
921,1,Female,40,Black,Mental health history,German,"$60,000",Excellent,6+ years,Moderate,"$5,000",1
922,1,Male,40,Hispanic,None stated,Indian,"$60,000",Fair,2-5 years,Low,"$15,000",0
923,1,Male,50,Black,Mental health history,American,"$140,000",Fair,6+ years,Low,"$30,000",1
924,1,Male,45,White,None stated,Mexican,"$140,000",Excellent,6+ years,High,"$5,000",1
925,1,Female,45,Hispanic,Physical disability,German,"$140,000",Excellent,2-5 years,High,"$5,000",1
926,1,Female,30,Hispanic,Mental health history,Canadian,"$35,000",Good,6+ years,High,"$30,000",0
927,1,Female,30,Hispanic,Mental health history,Mexican,"$140,000",Good,6+ years,Low,"$30,000",1
928,1,Female,30,Hispanic,Mental health history,Indian,"$60,000",Fair,Less than 1 year,Low,"$30,000",0
929,1,Female,40,Asian,Physical disability,Canadian,"$60,000",Good,6+ years,Low,"$30,000",1
930,1,Female,40,White,Physical disability,American,"$95,000",Excellent,Less than 1 year,High,"$30,000",1
931,1,Male,30,Hispanic,Mental health history,Indian,"$95,000",Good,Less than 1 year,Low,"$30,000",1
932,1,Female,40,White,Physical disability,Canadian,"$60,000",Fair,2-5 years,Low,"$15,000",0
933,1,Male,35,Hispanic,None stated,Mexican,"$140,000",Good,2-5 years,Moderate,"$5,000",1
934,1,Male,55,White,None stated,German,"$95,000",Excellent,2-5 years,Low,"$15,000",1
935,1,Non-binary,30,Asian,None stated,Mexican,"$35,000",Excellent,6+ years,High,"$5,000",1
936,1,Female,30,Hispanic,None stated,Indian,"$35,000",Excellent,2-5 years,Moderate,"$15,000",1
937,1,Female,40,Asian,Physical disability,American,"$35,000",Fair,Less than 1 year,Moderate,"$30,000",0
938,1,Male,50,White,None stated,German,"$95,000",Good,6+ years,Low,"$30,000",1
939,1,Non-binary,35,White,Physical disability,Indian,"$95,000",Good,6+ years,Moderate,"$30,000",1
940,1,Female,35,Black,Physical disability,Mexican,"$60,000",Excellent,2-5 years,Moderate,"$30,000",1
941,1,Female,45,Hispanic,Physical disability,Indian,"$95,000",Good,6+ years,Moderate,"$5,000",1
942,1,Female,55,Black,Physical disability,Canadian,"$140,000",Fair,6+ years,Moderate,"$15,000",1
943,1,Non-binary,45,Hispanic,Physical disability,Canadian,"$35,000",Fair,6+ years,Low,"$5,000",1
944,1,Male,35,Hispanic,Mental health history,Mexican,"$35,000",Excellent,2-5 years,Moderate,"$15,000",1
945,1,Female,40,Hispanic,Physical disability,Canadian,"$60,000",Good,Less than 1 year,Low,"$15,000",1
946,1,Non-binary,30,Asian,Mental health history,German,"$140,000",Fair,6+ years,Low,"$5,000",0
947,1,Female,50,Black,Mental health history,Canadian,"$60,000",Fair,6+ years,Low,"$15,000",1
948,1,Non-binary,45,White,None stated,Canadian,"$95,000",Fair,6+ years,Low,"$5,000",1
949,1,Male,35,Hispanic,None stated,Mexican,"$95,000",Excellent,Less than 1 year,Moderate,"$5,000",1
950,1,Male,50,Black,Physical disability,German,"$35,000",Good,6+ years,High,"$30,000",0
951,1,Female,55,Black,None stated,Mexican,"$60,000",Fair,2-5 years,Low,"$15,000",1
952,1,Female,40,Asian,Physical disability,American,"$35,000",Fair,6+ years,Low,"$15,000",0
953,1,Male,35,Asian,Mental health history,American,"$95,000",Excellent,Less than 1 year,High,"$30,000",0
954,1,Non-binary,30,Asian,Physical disability,Canadian,"$95,000",Excellent,2-5 years,Moderate,"$5,000",1
955,1,Female,45,Black,Physical disability,Canadian,"$35,000",Good,Less than 1 year,Moderate,"$30,000",0
956,1,Non-binary,35,Black,Physical disability,Indian,"$35,000",Excellent,6+ years,Moderate,"$5,000",1
957,1,Non-binary,30,Asian,None stated,Mexican,"$35,000",Excellent,2-5 years,High,"$30,000",1
958,1,Female,50,Asian,None stated,German,"$35,000",Good,6+ years,High,"$15,000",1
959,1,Female,30,Hispanic,Mental health history,Canadian,"$35,000",Good,2-5 years,Moderate,"$15,000",1
960,1,Female,40,Black,Physical disability,Mexican,"$95,000",Fair,Less than 1 year,Low,"$30,000",0
961,1,Female,55,Hispanic,Mental health history,Indian,"$35,000",Fair,2-5 years,High,"$30,000",0
962,1,Female,40,White,None stated,German,"$140,000",Fair,6+ years,Moderate,"$5,000",1
963,1,Female,50,White,Physical disability,Indian,"$60,000",Excellent,2-5 years,High,"$15,000",1
964,1,Non-binary,30,Hispanic,Mental health history,Indian,"$140,000",Fair,2-5 years,Low,"$15,000",0
965,1,Female,35,White,Physical disability,Canadian,"$35,000",Good,Less than 1 year,Moderate,"$5,000",1
966,1,Female,35,Black,None stated,Canadian,"$95,000",Good,Less than 1 year,Moderate,"$15,000",1
967,1,Female,30,Black,None stated,American,"$60,000",Good,6+ years,Low,"$5,000",1
968,1,Female,30,Hispanic,Mental health history,American,"$60,000",Good,6+ years,High,"$5,000",1
969,1,Male,35,Black,Physical disability,Canadian,"$60,000",Fair,6+ years,Low,"$30,000",1
970,1,Male,55,Asian,Physical disability,Indian,"$60,000",Fair,2-5 years,Low,"$15,000",0
971,1,Female,45,Black,None stated,Indian,"$60,000",Good,Less than 1 year,High,"$5,000",0
972,1,Female,45,Black,Physical disability,Canadian,"$140,000",Fair,6+ years,High,"$5,000",0
973,1,Non-binary,35,Black,None stated,Mexican,"$140,000",Excellent,2-5 years,Low,"$30,000",1
974,1,Male,40,Hispanic,None stated,American,"$140,000",Good,Less than 1 year,Low,"$15,000",1
975,1,Female,45,Hispanic,Physical disability,Indian,"$140,000",Fair,6+ years,Low,"$5,000",1
976,1,Female,35,Black,None stated,American,"$95,000",Good,6+ years,High,"$30,000",1
977,1,Male,55,Black,Mental health history,Canadian,"$140,000",Good,2-5 years,Low,"$5,000",1
978,1,Male,35,Hispanic,Physical disability,Indian,"$35,000",Fair,2-5 years,High,"$30,000",0
979,1,Non-binary,30,White,None stated,German,"$60,000",Good,6+ years,Low,"$30,000",1
980,1,Non-binary,45,Hispanic,None stated,Mexican,"$140,000",Fair,6+ years,High,"$5,000",0
981,1,Male,30,Hispanic,Physical disability,Indian,"$60,000",Fair,2-5 years,Low,"$30,000",0
982,1,Non-binary,35,Asian,Physical disability,Mexican,"$60,000",Excellent,6+ years,High,"$30,000",1
983,1,Non-binary,55,Hispanic,Physical disability,Canadian,"$95,000",Fair,2-5 years,High,"$15,000",0
984,1,Female,35,White,Mental health history,Canadian,"$35,000",Excellent,2-5 years,High,"$30,000",1
985,1,Non-binary,50,Hispanic,Physical disability,American,"$140,000",Excellent,6+ years,High,"$15,000",1
986,1,Female,45,Asian,Mental health history,Canadian,"$35,000",Good,2-5 years,High,"$15,000",0
987,1,Female,45,White,None stated,Mexican,"$35,000",Good,Less than 1 year,Moderate,"$30,000",1
988,1,Male,55,Hispanic,None stated,Indian,"$35,000",Fair,Less than 1 year,Moderate,"$30,000",0
989,1,Non-binary,45,Hispanic,None stated,American,"$35,000",Good,6+ years,Moderate,"$15,000",1
990,1,Non-binary,30,Black,Mental health history,German,"$95,000",Good,2-5 years,Low,"$5,000",1
991,1,Non-binary,30,Asian,None stated,Canadian,"$95,000",Good,Less than 1 year,Moderate,"$30,000",1
992,1,Female,35,Asian,Mental health history,Indian,"$140,000",Good,6+ years,High,"$30,000",0
993,1,Female,35,Asian,None stated,Indian,"$35,000",Fair,6+ years,Moderate,"$30,000",0
994,1,Male,45,Black,None stated,Mexican,"$140,000",Good,Less than 1 year,High,"$30,000",0
995,1,Non-binary,45,White,None stated,Canadian,"$35,000",Excellent,2-5 years,Moderate,"$30,000",1
996,1,Female,50,Hispanic,Mental health history,Canadian,"$60,000",Excellent,6+ years,Low,"$15,000",1
997,1,Male,30,Black,Mental health history,Canadian,"$95,000",Excellent,2-5 years,High,"$15,000",1
998,1,Non-binary,45,Asian,None stated,American,"$140,000",Excellent,2-5 years,Low,"$5,000",1
999,1,Non-binary,50,Hispanic,None stated,American,"$60,000",Fair,6+ years,Moderate,"$5,000",0
1000,1,Female,30,Asian,Mental health history,American,"$35,000",Fair,6+ years,Moderate,"$15,000",0
1001,1,Non-binary,40,Hispanic,Physical disability,German,"$35,000",Good,6+ years,High,"$5,000",1
1002,1,Female,40,Hispanic,None stated,Indian,"$35,000",Fair,2-5 years,Low,"$30,000",0
1003,1,Non-binary,30,White,Mental health history,Canadian,"$95,000",Good,2-5 years,Moderate,"$5,000",1
1004,1,Male,45,Hispanic,Mental health history,Indian,"$60,000",Fair,6+ years,High,"$30,000",0
1005,1,Non-binary,50,Hispanic,Physical disability,American,"$95,000",Excellent,Less than 1 year,Low,"$5,000",1
1006,1,Female,50,Asian,Mental health history,Indian,"$60,000",Excellent,6+ years,High,"$15,000",1
1007,1,Male,55,White,Mental health history,Canadian,"$95,000",Fair,2-5 years,High,"$5,000",0
1008,1,Male,35,White,Mental health history,American,"$35,000",Fair,6+ years,Moderate,"$15,000",0
1009,1,Female,55,White,Physical disability,Mexican,"$140,000",Excellent,6+ years,Low,"$5,000",1
1010,1,Female,30,Asian,Mental health history,American,"$140,000",Excellent,2-5 years,High,"$15,000",1
1011,1,Male,45,White,Physical disability,German,"$140,000",Excellent,6+ years,High,"$5,000",1
1012,1,Non-binary,40,White,Mental health history,Canadian,"$60,000",Good,Less than 1 year,High,"$30,000",0
1013,1,Female,50,Black,None stated,German,"$95,000",Excellent,6+ years,High,"$30,000",1
1014,1,Male,30,Black,Physical disability,Indian,"$95,000",Good,Less than 1 year,High,"$15,000",0
1015,1,Female,50,Hispanic,Mental health history,Mexican,"$95,000",Good,2-5 years,High,"$5,000",1
1016,1,Non-binary,35,Hispanic,Mental health history,Canadian,"$35,000",Excellent,6+ years,Moderate,"$30,000",1
1017,1,Non-binary,55,White,Mental health history,Canadian,"$35,000",Excellent,6+ years,Moderate,"$5,000",1
1018,1,Non-binary,55,Black,Physical disability,American,"$140,000",Excellent,6+ years,Moderate,"$30,000",1
1019,1,Male,35,Black,Mental health history,Indian,"$60,000",Fair,Less than 1 year,Moderate,"$30,000",0
1020,1,Male,40,Hispanic,None stated,Canadian,"$95,000",Excellent,6+ years,Low,"$15,000",1
1021,1,Non-binary,35,Black,Physical disability,Mexican,"$95,000",Excellent,Less than 1 year,Moderate,"$5,000",1
1022,1,Male,30,Black,None stated,Indian,"$35,000",Fair,6+ years,High,"$5,000",0
1023,1,Male,40,Asian,Physical disability,Canadian,"$140,000",Excellent,6+ years,High,"$30,000",1
1024,1,Non-binary,35,Hispanic,None stated,German,"$140,000",Good,Less than 1 year,Moderate,"$5,000",1
1025,1,Male,40,Asian,None stated,German,"$95,000",Fair,6+ years,Low,"$15,000",0
1026,1,Female,50,Asian,Physical disability,German,"$60,000",Good,Less than 1 year,High,"$30,000",0
1027,1,Male,40,Asian,Physical disability,Mexican,"$95,000",Fair,2-5 years,High,"$5,000",0
1028,1,Female,50,Asian,Mental health history,German,"$60,000",Good,2-5 years,Moderate,"$30,000",1
1029,1,Non-binary,40,Asian,None stated,Canadian,"$140,000",Good,2-5 years,Moderate,"$15,000",1
1030,1,Female,40,Hispanic,None stated,Indian,"$140,000",Good,6+ years,Moderate,"$5,000",1
1031,1,Male,50,Asian,Mental health history,Indian,"$140,000",Fair,Less than 1 year,Low,"$5,000",0
1032,1,Female,55,White,Mental health history,Mexican,"$140,000",Fair,Less than 1 year,Moderate,"$5,000",0
1033,1,Female,45,White,None stated,Indian,"$140,000",Excellent,2-5 years,High,"$5,000",1
1034,1,Male,55,Black,Mental health history,German,"$95,000",Excellent,Less than 1 year,Moderate,"$5,000",1
1035,1,Female,45,Hispanic,Mental health history,Mexican,"$60,000",Good,Less than 1 year,Low,"$15,000",1
1036,1,Male,30,Hispanic,None stated,American,"$60,000",Fair,2-5 years,Moderate,"$15,000",0
1037,1,Male,55,White,None stated,Canadian,"$140,000",Excellent,Less than 1 year,Low,"$30,000",1
1038,1,Female,55,Hispanic,Mental health history,American,"$95,000",Good,6+ years,High,"$5,000",1
1039,1,Female,50,White,None stated,German,"$140,000",Excellent,6+ years,Moderate,"$30,000",1
1040,1,Female,35,Hispanic,None stated,Canadian,"$140,000",Fair,6+ years,Moderate,"$15,000",1
1041,1,Male,30,Asian,Physical disability,Indian,"$95,000",Good,Less than 1 year,High,"$15,000",0
1042,1,Female,45,Asian,Mental health history,Mexican,"$35,000",Good,Less than 1 year,High,"$15,000",0
1043,1,Non-binary,50,White,Physical disability,American,"$60,000",Excellent,Less than 1 year,Low,"$30,000",1
1044,1,Male,55,White,Mental health history,Mexican,"$60,000",Good,Less than 1 year,Low,"$5,000",1
1045,1,Male,45,Black,None stated,Canadian,"$95,000",Excellent,6+ years,Moderate,"$5,000",1
1046,1,Female,55,Hispanic,None stated,American,"$140,000",Good,2-5 years,High,"$5,000",1
1047,1,Male,45,Asian,Physical disability,Mexican,"$35,000",Excellent,Less than 1 year,Moderate,"$30,000",0
1048,1,Non-binary,35,Asian,None stated,German,"$35,000",Fair,2-5 years,High,"$15,000",0
1049,1,Male,50,Hispanic,Physical disability,American,"$35,000",Excellent,Less than 1 year,Low,"$5,000",1
1050,1,Non-binary,45,Asian,Physical disability,American,"$60,000",Excellent,2-5 years,Moderate,"$15,000",1
1051,1,Male,55,Hispanic,None stated,German,"$140,000",Fair,2-5 years,Low,"$15,000",1
1052,1,Non-binary,45,Black,Mental health history,Indian,"$60,000",Excellent,Less than 1 year,Moderate,"$30,000",1
1053,1,Female,45,Asian,Physical disability,Mexican,"$140,000",Excellent,Less than 1 year,High,"$5,000",1
1054,1,Female,45,Hispanic,None stated,Mexican,"$140,000",Excellent,6+ years,Low,"$5,000",1
1055,1,Male,45,Hispanic,None stated,Indian,"$140,000",Good,Less than 1 year,Low,"$5,000",1
1056,1,Female,40,Hispanic,None stated,Canadian,"$60,000",Good,Less than 1 year,High,"$15,000",0
1057,1,Non-binary,30,Black,Mental health history,Canadian,"$140,000",Excellent,6+ years,Moderate,"$30,000",1
1058,1,Male,50,Hispanic,Mental health history,Indian,"$95,000",Good,Less than 1 year,Low,"$5,000",1
1059,1,Female,35,Asian,Physical disability,Indian,"$95,000",Fair,2-5 years,High,"$5,000",0
1060,1,Female,55,White,Physical disability,American,"$95,000",Fair,6+ years,High,"$30,000",0
1061,1,Male,30,Black,Physical disability,Indian,"$35,000",Excellent,Less than 1 year,Moderate,"$15,000",1
1062,1,Female,55,White,None stated,American,"$35,000",Excellent,6+ years,Moderate,"$30,000",1
1063,1,Male,30,Hispanic,Mental health history,American,"$95,000",Excellent,6+ years,Low,"$15,000",1
1064,1,Male,30,Hispanic,Physical disability,Indian,"$60,000",Excellent,2-5 years,High,"$30,000",1
1065,1,Male,35,Hispanic,None stated,Indian,"$95,000",Excellent,2-5 years,High,"$30,000",1
1066,1,Non-binary,35,White,Mental health history,American,"$140,000",Excellent,Less than 1 year,Low,"$30,000",1
1067,1,Female,30,White,None stated,German,"$140,000",Good,Less than 1 year,High,"$30,000",1
1068,1,Male,55,White,Mental health history,Indian,"$140,000",Fair,Less than 1 year,High,"$30,000",0
1069,1,Non-binary,50,Hispanic,None stated,Canadian,"$35,000",Good,2-5 years,Moderate,"$5,000",1
1070,1,Non-binary,40,Asian,Mental health history,Canadian,"$60,000",Good,6+ years,High,"$5,000",1
1071,1,Non-binary,40,White,Mental health history,Canadian,"$140,000",Excellent,6+ years,Low,"$30,000",1
1072,1,Male,55,White,Physical disability,Mexican,"$35,000",Fair,6+ years,High,"$5,000",0
1073,1,Male,40,Black,Mental health history,American,"$95,000",Fair,Less than 1 year,Low,"$15,000",0
