"observation_id","scenario","profile","gender","age","race","education","field_of_study","cover_letter","grades","experience","religion","chosen"
4390,"choose","B","Female",40,"Hispanic","Master Degree","Closely related","Unpersonalized","Above average","yes","Christian",1
4391,"choose","B","Female",60,"Black","Bachelor Degree","Somewhat related","Personalized","Average","yes","Muslim",1
4392,"choose","B","Male",20,"Hispanic","Associate Degree","Unrelated","Personalized","Below average","yes","Christian",1
4393,"choose","B","Male",20,"Asian","Associate Degree","Unrelated","Unpersonalized","Below average","no","Jewish",0
4394,"choose","B","Male",60,"White","Master Degree","Unrelated","Personalized","Average","yes","Jewish",1
4395,"choose","B","Female",30,"Black","Bachelor Degree","Closely related","Personalized","Average","yes","Christian",1
4396,"choose","B","Male",50,"Asian","Master Degree","Closely related","Personalized","Average","yes","Muslim",1
4397,"choose","B","Female",40,"White","Master Degree","Somewhat related","Personalized","Average","yes","Muslim",1
4398,"choose","B","Male",40,"Asian","Master Degree","Unrelated","Unpersonalized","Average","no","Jewish",1
4399,"choose","B","Female",30,"Black","Bachelor Degree","Somewhat related","Personalized","Below average","no","Jewish",0
4400,"choose","B","Male",20,"White","Master Degree","Unrelated","Unpersonalized","Above average","yes","Hindu",0
4401,"choose","B","Female",50,"White","Associate Degree","Unrelated","Unpersonalized","Below average","yes","Muslim",1
4402,"choose","B","Female",20,"Hispanic","Bachelor Degree","Unrelated","Personalized","Average","yes","Jewish",1
4403,"choose","B","Female",50,"Hispanic","Associate Degree","Unrelated","Personalized","Above average","yes","Hindu",1
4404,"choose","B","Female",30,"Asian","Bachelor Degree","Closely related","Personalized","Average","no","Christian",0
4405,"choose","B","Male",50,"Hispanic","Associate Degree","Unrelated","Personalized","Average","yes","Jewish",1
4406,"choose","B","Female",50,"Black","Master Degree","Closely related","Personalized","Above average","yes","Muslim",1
4407,"choose","B","Male",30,"Black","Bachelor Degree","Closely related","Personalized","Above average","no","Jewish",1
4408,"choose","B","Male",20,"Hispanic","Master Degree","Somewhat related","Personalized","Average","no","Jewish",1
4409,"choose","B","Female",20,"Asian","Bachelor Degree","Closely related","Unpersonalized","Average","yes","Muslim",0
4410,"choose","B","Male",60,"White","Master Degree","Unrelated","Personalized","Below average","no","Jewish",0
4411,"choose","B","Male",30,"White","Associate Degree","Closely related","Unpersonalized","Average","no","Hindu",1
4412,"choose","B","Female",50,"Black","Bachelor Degree","Somewhat related","Unpersonalized","Below average","yes","Muslim",0
4413,"choose","B","Female",60,"Hispanic","Bachelor Degree","Closely related","Unpersonalized","Above average","no","Jewish",0
4414,"choose","B","Male",60,"Hispanic","Master Degree","Closely related","Unpersonalized","Below average","no","Jewish",0
4415,"choose","B","Female",30,"White","Bachelor Degree","Unrelated","Personalized","Below average","yes","Hindu",1
4416,"choose","B","Female",20,"Black","Associate Degree","Closely related","Unpersonalized","Below average","no","Muslim",0
4417,"choose","B","Female",30,"Black","Master Degree","Unrelated","Personalized","Above average","yes","Jewish",1
4418,"choose","B","Female",60,"Asian","Master Degree","Somewhat related","Personalized","Above average","no","Hindu",0
4419,"choose","B","Female",50,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Average","yes","Christian",1
4420,"choose","B","Female",60,"Black","Master Degree","Somewhat related","Unpersonalized","Average","yes","Christian",1
4421,"choose","B","Male",60,"White","Associate Degree","Somewhat related","Personalized","Above average","no","Hindu",1
4422,"choose","B","Female",50,"Asian","Bachelor Degree","Somewhat related","Unpersonalized","Below average","yes","Hindu",1
4423,"choose","B","Female",50,"Hispanic","Master Degree","Unrelated","Unpersonalized","Below average","yes","Jewish",1
4424,"choose","B","Female",40,"White","Bachelor Degree","Unrelated","Unpersonalized","Below average","yes","Jewish",1
4425,"choose","B","Female",30,"Hispanic","Master Degree","Unrelated","Unpersonalized","Above average","no","Christian",1
4426,"choose","B","Female",50,"Asian","Associate Degree","Unrelated","Personalized","Below average","yes","Hindu",0
4427,"choose","B","Female",30,"White","Master Degree","Closely related","Personalized","Below average","no","Jewish",1
4428,"choose","B","Male",40,"Asian","Bachelor Degree","Unrelated","Unpersonalized","Average","no","Christian",0
4429,"choose","B","Male",40,"White","Bachelor Degree","Somewhat related","Personalized","Average","no","Muslim",1
4430,"choose","B","Male",30,"Black","Bachelor Degree","Unrelated","Unpersonalized","Above average","yes","Jewish",1
4431,"choose","B","Female",20,"Hispanic","Bachelor Degree","Closely related","Personalized","Above average","yes","Hindu",1
4432,"choose","B","Male",20,"Asian","Master Degree","Somewhat related","Personalized","Below average","yes","Jewish",1
4433,"choose","B","Male",60,"Asian","Associate Degree","Closely related","Personalized","Above average","no","Muslim",1
4434,"choose","B","Male",20,"White","Associate Degree","Unrelated","Unpersonalized","Average","yes","Jewish",1
4435,"choose","B","Male",30,"White","Associate Degree","Closely related","Unpersonalized","Below average","no","Hindu",0
4436,"choose","B","Female",60,"Hispanic","Master Degree","Unrelated","Unpersonalized","Average","yes","Muslim",1
4437,"choose","B","Male",30,"Hispanic","Master Degree","Closely related","Unpersonalized","Below average","yes","Jewish",1
4438,"choose","B","Male",20,"Asian","Bachelor Degree","Closely related","Unpersonalized","Above average","yes","Muslim",1
4439,"choose","B","Male",30,"Asian","Bachelor Degree","Unrelated","Unpersonalized","Average","yes","Christian",1
4440,"choose","B","Male",60,"Asian","Bachelor Degree","Closely related","Unpersonalized","Average","no","Jewish",1
4441,"choose","B","Male",50,"Asian","Master Degree","Unrelated","Unpersonalized","Average","yes","Muslim",1
4442,"choose","B","Female",30,"White","Associate Degree","Somewhat related","Unpersonalized","Below average","no","Hindu",1
4443,"choose","B","Male",50,"White","Associate Degree","Closely related","Unpersonalized","Average","no","Muslim",0
4444,"choose","B","Male",30,"White","Bachelor Degree","Somewhat related","Unpersonalized","Average","no","Muslim",0
4445,"choose","B","Female",30,"White","Associate Degree","Somewhat related","Unpersonalized","Above average","yes","Hindu",1
4446,"choose","B","Male",30,"White","Associate Degree","Unrelated","Unpersonalized","Average","yes","Muslim",0
4447,"choose","B","Female",30,"Black","Master Degree","Closely related","Unpersonalized","Below average","yes","Muslim",0
4448,"choose","B","Male",20,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Above average","no","Jewish",1
4449,"choose","B","Female",60,"Black","Bachelor Degree","Closely related","Personalized","Average","yes","Jewish",1
4450,"choose","B","Male",40,"Asian","Master Degree","Closely related","Personalized","Above average","yes","Hindu",1
4451,"choose","B","Male",50,"Hispanic","Master Degree","Closely related","Personalized","Average","yes","Jewish",1
4452,"choose","B","Male",50,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Above average","yes","Muslim",1
4453,"choose","B","Female",30,"Hispanic","Associate Degree","Unrelated","Unpersonalized","Average","yes","Christian",1
4454,"choose","B","Male",30,"Black","Bachelor Degree","Closely related","Unpersonalized","Average","no","Hindu",0
4455,"choose","B","Male",20,"Asian","Associate Degree","Unrelated","Unpersonalized","Above average","yes","Hindu",1
4456,"choose","B","Male",30,"Hispanic","Associate Degree","Unrelated","Personalized","Average","no","Jewish",0
4457,"choose","B","Male",30,"White","Associate Degree","Somewhat related","Unpersonalized","Average","no","Jewish",0
4458,"choose","B","Female",50,"White","Master Degree","Somewhat related","Personalized","Average","yes","Jewish",1
4459,"choose","B","Female",30,"White","Associate Degree","Unrelated","Unpersonalized","Average","no","Muslim",1
4460,"choose","B","Male",30,"Black","Master Degree","Somewhat related","Personalized","Below average","no","Hindu",0
4461,"choose","B","Male",30,"Hispanic","Associate Degree","Unrelated","Personalized","Average","yes","Jewish",1
4462,"choose","B","Male",60,"Asian","Master Degree","Unrelated","Personalized","Average","no","Christian",1
4463,"choose","B","Male",50,"Black","Associate Degree","Closely related","Personalized","Above average","no","Muslim",0
4464,"choose","B","Female",20,"Black","Bachelor Degree","Unrelated","Unpersonalized","Average","no","Christian",0
4465,"choose","B","Male",20,"White","Bachelor Degree","Closely related","Unpersonalized","Above average","yes","Hindu",1
4466,"choose","B","Female",50,"Asian","Bachelor Degree","Closely related","Unpersonalized","Above average","yes","Christian",1
4467,"choose","B","Male",20,"Black","Associate Degree","Closely related","Personalized","Average","no","Hindu",1
4468,"choose","B","Female",60,"Black","Bachelor Degree","Somewhat related","Personalized","Above average","yes","Muslim",1
4469,"choose","B","Male",40,"Hispanic","Bachelor Degree","Closely related","Personalized","Above average","no","Jewish",1
4470,"choose","B","Female",40,"Asian","Bachelor Degree","Unrelated","Unpersonalized","Below average","no","Muslim",0
4471,"choose","B","Male",20,"Black","Associate Degree","Unrelated","Personalized","Below average","no","Jewish",1
4472,"choose","B","Male",30,"White","Master Degree","Somewhat related","Unpersonalized","Above average","yes","Christian",1
4473,"choose","B","Female",50,"Hispanic","Associate Degree","Closely related","Personalized","Below average","yes","Jewish",1
4474,"choose","B","Male",40,"Hispanic","Bachelor Degree","Unrelated","Personalized","Below average","yes","Christian",1
4475,"choose","B","Male",20,"White","Associate Degree","Somewhat related","Unpersonalized","Below average","yes","Hindu",1
4476,"choose","B","Male",40,"White","Bachelor Degree","Somewhat related","Unpersonalized","Below average","yes","Christian",0
4477,"choose","B","Male",50,"White","Associate Degree","Somewhat related","Unpersonalized","Average","yes","Jewish",0
4478,"choose","B","Female",40,"White","Master Degree","Unrelated","Personalized","Average","yes","Christian",0
4479,"choose","B","Male",50,"White","Master Degree","Somewhat related","Unpersonalized","Above average","yes","Christian",1
4480,"choose","B","Female",30,"Black","Bachelor Degree","Closely related","Personalized","Below average","yes","Jewish",1
4481,"choose","B","Male",20,"White","Bachelor Degree","Unrelated","Unpersonalized","Average","no","Hindu",0
4482,"choose","B","Female",50,"Hispanic","Bachelor Degree","Closely related","Personalized","Above average","no","Christian",1
4483,"choose","B","Female",40,"Hispanic","Master Degree","Closely related","Personalized","Above average","no","Hindu",1
4484,"choose","B","Female",40,"White","Bachelor Degree","Unrelated","Unpersonalized","Average","yes","Jewish",1
4485,"choose","B","Female",50,"White","Bachelor Degree","Closely related","Personalized","Above average","yes","Jewish",1
4486,"choose","B","Female",60,"Asian","Master Degree","Unrelated","Personalized","Above average","no","Christian",0
4487,"choose","B","Female",30,"Black","Master Degree","Closely related","Personalized","Average","yes","Christian",1
4488,"choose","B","Male",50,"White","Associate Degree","Closely related","Personalized","Average","yes","Hindu",1
4489,"choose","B","Female",60,"Hispanic","Associate Degree","Closely related","Unpersonalized","Average","no","Jewish",0
4490,"choose","B","Female",20,"Asian","Bachelor Degree","Somewhat related","Personalized","Below average","yes","Christian",0
4491,"choose","B","Female",60,"Black","Master Degree","Unrelated","Personalized","Above average","yes","Christian",1
4492,"choose","B","Male",40,"Hispanic","Associate Degree","Closely related","Unpersonalized","Above average","no","Christian",1
4493,"choose","B","Female",30,"White","Associate Degree","Somewhat related","Unpersonalized","Above average","yes","Muslim",1
4494,"choose","B","Female",20,"Asian","Master Degree","Closely related","Personalized","Above average","no","Jewish",1
4495,"choose","B","Female",50,"White","Bachelor Degree","Somewhat related","Unpersonalized","Average","yes","Jewish",0
4496,"choose","B","Male",30,"Hispanic","Bachelor Degree","Unrelated","Personalized","Below average","yes","Jewish",1
4497,"choose","B","Male",50,"Asian","Master Degree","Closely related","Personalized","Average","no","Christian",1
4498,"choose","B","Female",60,"White","Master Degree","Somewhat related","Unpersonalized","Above average","yes","Hindu",1
